query,results
science fiction war epic intergalactic warfare morally gray lead ticking clock deadline red herrings,"{""plot_events_data"":{""justification"":""Extracting concrete plot elements: 'intergalactic warfare' describes setting and conflict scale, 'morally gray lead' describes protagonist situation, 'ticking clock deadline' is a plot mechanic, while 'science fiction war epic' and 'red herrings' are genre/technique labels without specific plot content."",""relevant_subquery_text"":""intergalactic warfare, space war, galactic conflict, morally gray protagonist, ambiguous morality lead, ticking clock, race against time, deadline pressure""},""plot_analysis_data"":{""justification"":""The query contains strong thematic and genre content: 'science fiction war epic' and 'intergalactic warfare' establish genre territory; 'morally gray lead' signals character arc and ethical ambiguity; 'ticking clock deadline' implies pressure-driven stakes and fate against time; 'red herrings' translates to themes of deception, hidden truth, and misdirection rather than the technique itself."",""relevant_subquery_text"":""science fiction war epic, intergalactic warfare, morally gray protagonist, ethical ambiguity, moral compromise, ticking clock, race against time, high stakes pressure, deception, hidden truth, misdirection, things aren't what they seem, military science fiction, space opera, war and humanity, ends justify the means""},""viewer_experience_data"":{""justification"":""User describes genre (sci-fi war) and plot mechanics (ticking clock, red herrings, morally gray lead) that imply specific experiential qualities: high stakes tension, moral complexity, paranoia, relentless pacing, and cerebral puzzle-solving feel."",""relevant_subquery_text"":""high stakes, relentless tension, edge of your seat, ticking clock pressure, time pressure, moral complexity, morally ambiguous, not black and white, paranoia, distrust, unreliable, mind games, cerebral, thought provoking, puzzle-like, keeps you guessing, misdirection, layered, complex, epic scope, grand scale, immersive world, overwhelming odds, desperate, adrenaline, intense, serious tone, not lighthearted, weighty, consequential""},""watch_context_data"":{""justification"":""This query contains no motivational framing, scenarios, or feature draws — it's purely plot elements (intergalactic warfare), character types (morally gray lead), and narrative techniques (ticking clock, red herrings). These describe WHAT happens, not WHY someone would watch."",""relevant_subquery_text"":null},""narrative_techniques_data"":{""justification"":""User query contains multiple narrative craft techniques: ticking clock deadline (stakes design), red herrings (information control/misdirection), morally gray lead (audience-character perception/character craft), plus genre archetype framing (war epic structure). Extracting canonical terms for these techniques while filtering out the plot content ('intergalactic warfare', 'science fiction' as setting/genre markers)."",""relevant_subquery_text"":""ticking clock deadline, red herrings, false ally misdirection, morally gray protagonist, ambiguous morality lead, antihero lead, war epic structure, large-scale conflict stakes""},""production_data"":{""justification"":""This query describes plot elements (intergalactic warfare, morally gray lead, ticking clock, red herrings), genre (science fiction), and narrative techniques — none of which are production metadata like filming location, studio, director, budget, medium, or actual production decade."",""relevant_subquery_text"":null},""reception_data"":{""justification"":""This query is purely neutral plot and technique descriptors without evaluation: 'intergalactic warfare' is setting, 'morally gray lead' is character type, 'ticking clock' and 'red herrings' are plot mechanics — none capture how movies are received, discussed, or evaluated by audiences."",""relevant_subquery_text"":null}}"
"romcom about two rival bakers, light and flirty, 00s vibe","{""plot_events_data"":{""justification"":""Extracted concrete plot content: rival bakers (character situation + profession), romantic comedy structure implies courtship/romance arc. Dropped 'light and flirty' (tone/experience) and '00s vibe' (production era)."",""relevant_subquery_text"":""rival bakers, competing bakeries, baker rivals, enemies in baking business, romance between rivals, professional rivals fall in love, culinary competition romance""},""plot_analysis_data"":{""justification"":""Rival bakers implies enemies-to-lovers arc and professional competition; 'light and flirty' signals romantic comedy tone; '00s vibe' is production context but the romantic rivalry and workplace romance are solid thematic territory."",""relevant_subquery_text"":""romantic comedy, rivals to lovers, professional competition, workplace romance, enemies become lovers, baking competition, small business rivalry, lighthearted romance, flirtatious tension, career rivals fall in love, competitive courtship""},""viewer_experience_data"":{""justification"":""User wants a romantic comedy with specific experiential qualities: lighthearted romance, playful chemistry, and early-2000s aesthetic feel. 'Rival bakers' implies competitive but cute tension; 'light and flirty' is pure experiential tone; '00s vibe' translates to nostalgic, breezy, glossy romantic comedy feel of that era."",""relevant_subquery_text"":""light, flirty, playful, romantic, charming, sweet, cute, feel good, heartwarming, low stakes, easy to watch, breezy, glossy romcom feel, 2000s nostalgia, Y2K aesthetic, nostalgic, not heavy, not intense, not dark, fun, witty banter, competitive but cute, enemies to lovers vibe, chemistry, sparks, flirtatious, delightful, comforting, predictable in a good way, satisfying ending, not cynical, earnest, upbeat, not depressing""},""watch_context_data"":{""justification"":""User is seeking a romantic comedy with specific features (light and flirty tone, 00s vibe) and an appealing premise (rival bakers), which translates to motivations of feel-good escape and charming romantic chemistry."",""relevant_subquery_text"":""feel-good romcom, light and flirty, charming romance, cozy romantic escape, romantic pick-me-up, 00s vibe, nostalgic feel, early 2000s energy, cute premise, fun romantic comedy, date night movie, mood booster, turn my brain off, easy watch""},""narrative_techniques_data"":{""justification"":""Query describes plot content (rival bakers), emotional tone (light, flirty), and production era (00s vibe) — no narrative craft techniques specified."",""relevant_subquery_text"":null},""production_data"":{""justification"":""\""00s vibe\"" is aesthetic feel, not actual 2000s production date. \""Rival bakers\"", \""light and flirty\"", \""romcom\"" are all genre/plot/content descriptors, not production metadata. No extractable production facts."",""relevant_subquery_text"":null},""reception_data"":{""justification"":""The user wants a specific type of romantic comedy with clear evaluative descriptors — 'light and flirty' are exactly how people describe the tone of breezy romcoms in reviews and recommendations, and '00s vibe' captures a nostalgic aesthetic feel that appears in reception discussions comparing modern films to that era's style."",""relevant_subquery_text"":""light, breezy, flirty, playful, charming, low-stakes, feel-good, easy watch, 2000s romcom vibes, nostalgic, throwback, sweet, delightful, chemistry-driven, fun, not heavy, effervescent, cute""}}"
something on Netflix under 90 minutes,"{""plot_events_data"":{""justification"":""No plot content present — the query only specifies streaming platform (Netflix) and runtime constraint (under 90 minutes), which are logistical/production details with no narrative events, characters, settings, or plot mechanics."",""relevant_subquery_text"":null},""plot_analysis_data"":{""justification"":""This query contains only logistical constraints (streaming platform, runtime) with no thematic, genre, or conceptual content. The vector space contains thematic analysis, not production metadata like runtime or distribution platform."",""relevant_subquery_text"":null},""viewer_experience_data"":{""justification"":""Query contains only logistical constraints (platform and runtime) with zero experiential implications — no emotions, vibes, tone, or feeling requested."",""relevant_subquery_text"":null},""watch_context_data"":{""justification"":""Pure platform constraint (Netflix) and runtime filter with no motivational framing, scenario, or feature requests — no 'why watch' content to extract."",""relevant_subquery_text"":null},""narrative_techniques_data"":{""justification"":""No narrative craft content. 'Netflix' is platform, 'under 90 minutes' is runtime — both are production/distribution facts, not how stories are told."",""relevant_subquery_text"":null},""production_data"":{""justification"":""Netflix is a production studio/distributor, and runtime under 90 minutes is a production fact. Both are valid production metadata."",""relevant_subquery_text"":""netflix, netflix studios, netflix original, under 90 minutes, short runtime, 90 minutes""},""reception_data"":{""justification"":""Pure viewing context describing how the user wants to USE a movie (Netflix availability, runtime constraint), with no evaluative content about quality, reception, or how movies are discussed."",""relevant_subquery_text"":null}}"
"set in Boston during a blizzard, but filmed in Toronto","{""plot_events_data"":{""justification"":""User explicitly separates plot content ('set in Boston during a blizzard') from production fact ('filmed in Toronto'). Only the setting and weather event are plot-relevant; filming location is excluded."",""relevant_subquery_text"":""Boston during blizzard, snowstorm, winter storm, characters trapped by snow, city paralyzed by weather""},""plot_analysis_data"":{""justification"":""Entirely production metadata — location setting, filming location, weather as backdrop. No thematic content about what the story means, character arcs, or genre signatures."",""relevant_subquery_text"":null},""viewer_experience_data"":{""justification"":""The experiential content here is the blizzard setting — which implies feelings of isolation, claustrophobia, being trapped, cold atmosphere, survival tension. The Toronto filming location is purely logistical with no experiential implication, so it's excluded."",""relevant_subquery_text"":""claustrophobic, isolated, trapped, survival, harsh conditions, winter dread, cold atmosphere, tense, desperate, cabin fever, bleak, atmospheric, against the elements, hunkered down, snowed in, oppressive weather, winter survival, not warm, not comforting""},""watch_context_data"":{""justification"":""Pure production facts without motivational framing — location, setting, and filming location don't express why someone would want to watch this movie."",""relevant_subquery_text"":null},""narrative_techniques_data"":{""justification"":""This query contains only production facts (setting: Boston, blizzard; filming location: Toronto). No narrative craft techniques are mentioned."",""relevant_subquery_text"":null},""production_data"":{""justification"":""'Filmed in Toronto' is production metadata (filming location). 'Set in Boston during a blizzard' is story setting/plot_events, not production facts — excluded."",""relevant_subquery_text"":""filmed in Toronto, filming happened in Toronto, Canada""},""reception_data"":{""justification"":""This is pure production information — location setting and filming location — with no evaluative language about reception, quality, or how audiences discuss the movie. No indication of acclaim, vibes, emotional response, or recommendations."",""relevant_subquery_text"":null}}"
"Oscar-winning cinematography, but the story is messy","{""plot_events_data"":{""justification"":""Oscar-winning cinematography is a production/technical achievement, and messy story is an evaluation of narrative quality — neither describes actual plot events, settings, or character situations."",""relevant_subquery_text"":null},""plot_analysis_data"":{""justification"":""The query focuses entirely on production qualities (Oscar-winning cinematography, messy story structure) — these are technical/reception aspects, not thematic content about what the movie means or explores."",""relevant_subquery_text"":null},""viewer_experience_data"":{""justification"":""Oscar-winning cinematography implies a specific experiential quality — visually stunning, beautiful to look at, aesthetic pleasure, immersive visuals. 'Messy story' is also experiential — confusing, hard to follow, frustrating narrative, disjointed, unclear. Both describe how watching FEELS, not just production facts."",""relevant_subquery_text"":""visually stunning, beautiful cinematography, gorgeous to look at, aesthetic pleasure, immersive visuals, striking imagery, visually rewarding, confusing story, messy narrative, hard to follow, frustrating plot, disjointed, unclear, not straightforward, not clean narrative, muddled, chaotic storytelling, beautiful but frustrating, style over substance feel""},""watch_context_data"":{""justification"":""Oscar-winning cinematography is a clear feature draw (positive), and messy story is a content preference (negative feature draw). Both capture why someone would watch: for visual craft despite narrative flaws."",""relevant_subquery_text"":""Oscar winning cinematography, beautiful cinematography, stunning visuals, visual masterpiece, messy story, messy plot, incoherent story, narrative mess, beautiful but flawed, style over substance, impressive visuals, weak story""},""narrative_techniques_data"":{""justification"":""Oscar-winning cinematography is production quality/award status, not narrative craft. Messy story describes a quality judgment about plot coherence, not a specific narrative technique. No HOW-it's-told content present."",""relevant_subquery_text"":null},""production_data"":{""justification"":""'Oscar-winning' refers to post-release awards reception, not production facts. 'Cinematography' and 'messy story' describe technique and plot quality, neither of which are in the production metadata vector space."",""relevant_subquery_text"":null},""reception_data"":{""justification"":""Both 'Oscar-winning' (explicit award recognition) and 'messy story' (negative quality evaluation) are direct reception language — this is exactly how people discuss and evaluate acclaimed-but-flawed prestige films."",""relevant_subquery_text"":""Oscar-winning, Academy Award winning, award-winning cinematography, stunning visuals, beautiful to look at, messy plot, messy story, unfocused narrative, incoherent, all over the place, style over substance, gorgeous but hollow, impressive craft, weak writing, beautiful mess, divisive, polarizing, mixed reviews""}}"
"real-time thriller in one apartment, ticking clock deadline, no flashbacks","{""plot_events_data"":{""justification"":""Extracting concrete plot mechanics: real-time narrative structure, single-location setting (one apartment), and ticking clock deadline pressure. Dropping 'thriller' (genre label) and 'no flashbacks' (negation of technique, not plot content)."",""relevant_subquery_text"":""real-time, takes place in one apartment, single location, confined space, ticking clock, deadline pressure, race against time, time limit""},""plot_analysis_data"":{""justification"":""The query describes a specific real-time thriller setup with ticking clock tension and spatial confinement, but these are all structural techniques (real-time, single location, no flashbacks) rather than thematic content about what the story means. The only potentially thematic element is 'thriller' as a genre label, but without any indication of what kind of thriller thematically (psychological, survival, moral dilemma, etc.), there's insufficient thematic substance to construct a meaningful query for this vector space."",""relevant_subquery_text"":null},""viewer_experience_data"":{""justification"":""User describes a contained thriller format with temporal pressure and linear storytelling — 'real-time' and 'ticking clock' imply relentless, high-stakes tension and claustrophobic pressure, while 'no flashbacks' is a structural negation that implies straightforward, propulsive momentum without relief or backstory breaks."",""relevant_subquery_text"":""high adrenaline, edge of your seat, relentless tension, nail biter, claustrophobic, intense, suffocating pressure, ticking clock urgency, time pressure, breathless pace, no relief, propulsive, straightforward, not fragmented, not meandering, no backstory breaks, continuous momentum, real-time feel, in the moment, immersive urgency, white knuckle, stressful, anxious, sweaty palms, no escape""},""watch_context_data"":{""justification"":""The query describes plot structure and technique (real-time, single location, ticking clock, no flashbacks) without any motivational framing, scenario, or feature appeal—this is pure narrative construction description."",""relevant_subquery_text"":null},""narrative_techniques_data"":{""justification"":""User explicitly describes multiple narrative techniques: real-time structure, single-location constraint, ticking clock stakes, and explicitly negates flashbacks — all canonical craft terminology."",""relevant_subquery_text"":""real-time structure, single-location thriller, ticking clock deadline, no flashbacks, linear chronology, contained setting, time-locked narrative, location constraint""},""production_data"":{""justification"":""Plot description only — real-time structure, single location, ticking clock, and narrative technique (no flashbacks) are all storytelling/content elements, not production metadata like filming location, actual production date, cast, crew, budget, or medium."",""relevant_subquery_text"":null},""reception_data"":{""justification"":""This query describes pure plot mechanics and technique without evaluation — 'real-time', 'one apartment', 'ticking clock', and 'no flashbacks' are neutral structural descriptions that don't capture how audiences discuss or receive these films."",""relevant_subquery_text"":null}}"
"found footage horror, no jump scares, creepy dread","{""plot_events_data"":{""justification"":""Found footage horror describes a filming technique/format, not plot content. No jump scares is a negation of technique. Creepy dread describes emotional experience, not events. No concrete plot elements, settings, character situations, or story mechanics present."",""relevant_subquery_text"":null},""plot_analysis_data"":{""justification"":""While 'found footage' and 'no jump scares' are technique labels, 'creepy dread' signals a specific thematic approach to horror — sustained unease, atmospheric menace, and psychological discomfort rather than shock-based fear. Extracting the thematic territory of dread-driven horror that relies on implication and atmosphere."",""relevant_subquery_text"":""atmospheric horror, creeping dread, sustained unease, psychological horror, dread over shock, implied horror, slow-building terror, unsettling atmosphere, lurking menace, horror of implication""},""viewer_experience_data"":{""justification"":""Pure experiential query — found footage horror implies raw, immediate, voyeuristic fear; user explicitly negates jump scares and wants creeping dread instead. All terms directly map to the vector space."",""relevant_subquery_text"":""found footage feel, raw footage horror, voyeuristic horror, immediate and real, not polished, creepy dread, creeping dread, slow dread, atmospheric dread, no jump scares, not startling, not cheap scares, psychological dread, unsettling, lingering unease, building tension, slow burn fear, disturbing, realistic horror, immersive fear, not high production, gritty, paranoid feeling, watching something you shouldn't""},""watch_context_data"":{""justification"":""Clear scenario (found footage horror) with explicit feature preferences (no jump scares, creepy dread) and motivation (atmospheric horror experience)."",""relevant_subquery_text"":""found footage horror, no jump scares, creepy dread, atmospheric horror, slow burn horror, unsettling atmosphere, dread inducing, horror without jumpscares, immersive horror, realistic horror, low budget horror, intimate horror""},""narrative_techniques_data"":{""justification"":""Found footage is a specific narrative framing device (diegetic camera, in-universe recording). 'No jump scares' is a valid negation of a technique. 'Creepy dread' is atmospheric feel, not technique — but 'found footage' alone is sufficient technique content."",""relevant_subquery_text"":""found footage, diegetic camera, in-universe recording, mockumentary structure, no jump scares, not jump scare driven, sustained dread, slow-burn horror""},""production_data"":{""justification"":""Found footage is a production medium (filming technique). No jump scares and creepy dread are content/technique descriptors about the viewing experience, not production metadata."",""relevant_subquery_text"":""found footage""},""reception_data"":{""justification"":""The user wants found footage horror with specific atmospheric qualities — 'creepy dread' and 'no jump scares' are exactly how reviewers describe and evaluate slow-burn atmospheric horror, distinguishing praised restraint from cheap scares."",""relevant_subquery_text"":""atmospheric horror, slow-building dread, creeping tension, unsettling atmosphere, doesn't rely on jump scares, no cheap scares, restrained, genuinely creepy, gets under your skin, lingering unease, oppressive mood, dread-filled, minimalist scares, psychological horror, immersive, realistic, believable, grounded, documentary feel""}}"
"critics hated it but I love it anyway, fun guilty pleasure","{""plot_events_data"":{""justification"":""The query describes critical reception ('critics hated it'), personal viewing experience ('fun guilty pleasure'), and audience relationship to the film — none of which appear in plot summaries, which contain only narrative events, character situations, and story settings."",""relevant_subquery_text"":null},""plot_analysis_data"":{""justification"":""The query describes reception ('critics hated it') and viewing experience ('fun guilty pleasure') rather than thematic content. There's no information about genre, themes, character arcs, or what the story means — only that the user enjoys something critics don't."",""relevant_subquery_text"":null},""viewer_experience_data"":{""justification"":""User wants movies that FEEL like guilty pleasures — cheesy, unpretentious, fun despite critical dismissal. The 'critics hated it' signals campy, so-bad-it's-good, or earnest-but-corny vibes. 'Fun guilty pleasure' is pure experiential: low stakes enjoyment, not serious, embraces its flaws, entertaining without prestige."",""relevant_subquery_text"":""guilty pleasure, so bad it's good, fun, entertaining, cheesy, campy, unpretentious, not serious, low stakes enjoyment, embraces flaws, not critically acclaimed, not pretentious, not highbrow, enjoyable despite flaws, cornball, earnest but cheesy, popcorn movie feel, not demanding, easy fun, satisfying in a dumb way, charmingly flawed, not cynical, sincere fun""},""watch_context_data"":{""justification"":""Clear motivational framing: user seeks validation for enjoying something despite critical consensus, plus explicit 'guilty pleasure' motivation. Captures external motivation (critics hated it, going against consensus), emotional motivation (fun, enjoyment), and self-identity framing (guilty pleasure, unapologetic enjoyment)."",""relevant_subquery_text"":""guilty pleasure, fun watch, enjoyable despite reviews, critics hated it, against critical consensus, unapologetic enjoyment, love it anyway, so bad it's good, critic proof, personal favorite, not for critics, defiant enjoyment, fun over quality""},""narrative_techniques_data"":{""justification"":""The query describes reception ('critics hated it'), personal enjoyment ('I love it'), and viewing context ('guilty pleasure') — all evaluations and subjective responses, with no narrative craft techniques mentioned."",""relevant_subquery_text"":null},""production_data"":{""justification"":""Describes reception ('critics hated it') and subjective viewing experience ('fun', 'guilty pleasure'), neither of which are production metadata. No production facts to extract."",""relevant_subquery_text"":null},""reception_data"":{""justification"":""Explicit reception language throughout — 'critics hated it' signals negative critical reception, 'guilty pleasure' is core reception terminology for movies people enjoy despite flaws, and 'fun' captures the experiential vibe people express when defending beloved bad movies."",""relevant_subquery_text"":""critically panned, negative reviews, critics hated it, guilty pleasure, so bad it's good, fun anyway, enjoyable despite flaws, defends it, loves it ironically, unironically enjoys, cult following, underrated, overlooked gem, better than the reviews say, doesn't deserve the hate, entertaining, watchable, charmingly bad, campy, cheesy fun""}}"
"directed by Quinten Tarantino, snappy dialogue, violent but funny","{""plot_events_data"":{""justification"":""The query contains only production facts (director), technique (dialogue style), and tonal qualities (violent but funny). No plot events, character situations, or story mechanics are described."",""relevant_subquery_text"":null},""plot_analysis_data"":{""justification"":""This query contains only production facts (director), technique (dialogue style), and experiential qualities (violent but funny tone). While Tarantino's films have themes, none are specified here — 'snappy dialogue' is technique, not theme, and 'violent but funny' describes viewing experience rather than thematic meaning like 'moral ambiguity of violence' or 'redemption through bloodshed'."",""relevant_subquery_text"":null},""viewer_experience_data"":{""justification"":""Tarantino's films have a very specific experiential signature: rapid-fire, clever dialogue creates a rhythmic, propulsive energy, while the blend of violence and dark comedy produces a distinctive tonal cocktail that's simultaneously shocking and entertaining. User wants the visceral thrill of stylized brutality delivered with wit and self-aware audacity."",""relevant_subquery_text"":""snappy dialogue, rapid fire banter, witty, clever, sharp, stylized violence, violent but funny, darkly funny, shocking but entertaining, irreverent, audacious, self-aware, gleeful mayhem, pulp energy, not realistic violence, cartoonish brutality, adrenaline, propulsive, rhythmic, quotable, tense but playful, shocking, visceral thrill, subversive, not earnest, not restrained""},""watch_context_data"":{""justification"":""Tarantino reference signals film buff appeal and specific feature draws (snappy dialogue, tonal blend of violence and humor). All elements captured: director recognition value, dialogue quality, and the distinctive dark comedy-violence combination as motivational draws."",""relevant_subquery_text"":""directed by Quentin Tarantino, Tarantino style, snappy dialogue, witty dialogue, sharp writing, violent but funny, dark comedy, black comedy, stylized violence, film buff pick, must-see director, iconic filmmaker, quotable lines, genre blend""},""narrative_techniques_data"":{""justification"":""User mentions director attribution (production fact), 'snappy dialogue' (quality evaluation, not specific technique), and 'violent but funny' (tone/vibe description). No specific narrative craft techniques are described — Tarantino's actual techniques (nonlinear timeline, chapter structure, unreliable narrator elements, genre pastiche, etc.) aren't mentioned by the user."",""relevant_subquery_text"":null},""production_data"":{""justification"":""Quentin Tarantino is a director name (production metadata). 'Snappy dialogue' and 'violent but funny' describe content/style, not production facts."",""relevant_subquery_text"":""directed by Quentin Tarantino, Quentin Tarantino""},""reception_data"":{""justification"":""Tarantino's name is synonymous with specific reception language — 'snappy dialogue' and 'violent but funny' are exactly how audiences and critics discuss his signature style, capturing both the praise for his writing and the tonal blend that defines his reception."",""relevant_subquery_text"":""Tarantino, Quentin Tarantino, snappy dialogue, sharp writing, witty banter, quotable, violent but funny, darkly comic, gleefully violent, stylized violence, black comedy, tonal whiplash, irreverent, pop culture references, kinetic, energetic, signature style, unmistakably his, love it or hate it, divisive, cult favorite, acclaimed, stylized""}}"
"movies with Jack Sparrow energy but not Pirates, witty swashbuckling","{""plot_events_data"":{""justification"":""User describes a character archetype (witty swashbuckler) and plot mechanics (swashbuckling adventures) without referencing specific Pirates of the Caribbean plot elements. 'Jack Sparrow energy' implies a roguish, cunning protagonist in seafaring or adventure settings with clever dialogue and morally flexible heroism. 'Not Pirates' is a production exclusion, not a plot negation. 'Witty swashbuckling' describes concrete action and character behavior."",""relevant_subquery_text"":""witty swashbuckler, roguish adventurer, cunning pirate captain, charming outlaw, seafaring rogue, clever scoundrel, morally ambiguous hero, sword fighting, naval adventure, escapes through trickery, drunken master, eccentric captain""},""plot_analysis_data"":{""justification"":""Jack Sparrow energy implies specific thematic territory: roguish charm, moral flexibility, unpredictable heroism, freedom vs responsibility, and the lovable scoundrel archetype. 'Witty swashbuckling' signals adventure with verbal dexterity and cleverness over brute force. These are clear genre and character themes."",""relevant_subquery_text"":""lovable rogue, charming scoundrel, moral ambiguity, freedom versus duty, unpredictable hero, witty adventurer, roguish charisma, reluctant hero, self-interest becomes sacrifice, clever over strong, swashbuckling adventure, anarchy with heart, trickster protagonist, debauched nobility, living by own code""},""viewer_experience_data"":{""justification"":""Jack Sparrow energy translates to a specific experiential cocktail: roguish charm, drunken unpredictability, swagger, theatrical flamboyance, and witty irreverence. 'Witty swashbuckling' reinforces the desired tone — clever banter, adventurous spirit, playful danger. The negation 'not Pirates' is logistical (exclude franchise) so excluded, but the positive experiential qualities are rich and retrievable."",""relevant_subquery_text"":""roguish charm, drunken charisma, unpredictable, swagger, theatrical, flamboyant, witty, irreverent, swashbuckling, adventurous, playful danger, clever banter, rakish, mischievous, self-aware, campy in a good way, larger than life, charismatic scoundrel, not taking itself seriously, fun, rambunctious""},""watch_context_data"":{""justification"":""Clear feature requests ('witty swashbuckling', 'Jack Sparrow energy') seeking charismatic rogue protagonist, adventurous tone, and clever dialogue — all motivational/feature draws with implicit 'fun escape' and 'mood booster' appeal."",""relevant_subquery_text"":""witty swashbuckling, charismatic rogue, charming scoundrel, clever banter, adventurous escape, fun adventure, dashing hero, roguish charm, playful adventure, turn my brain off, mood booster, feel-good adventure""},""narrative_techniques_data"":{""justification"":""Jack Sparrow energy describes specific character craft and archetype techniques — charismatic antihero, unreliable trickster persona, roguish charm, witty wordplay, swashbuckling action set pieces. 'Not Pirates' is a production exclusion, not negation of technique. Core techniques are present."",""relevant_subquery_text"":""lovable rogue, charismatic antihero, trickster protagonist, unreliable trickster, witty wordplay, swashbuckling action, roguish charm, antihero with hidden competence, showmanship characterization, flamboyant performance style""},""production_data"":{""justification"":""Jack Sparrow is a character from Pirates of the Caribbean, so 'Jack Sparrow energy' references Johnny Depp's performance/character, not production metadata. 'Swashbuckling' is a genre/action style, not production. No production facts like actor name, decade, studio, filming location, etc. are present."",""relevant_subquery_text"":null},""reception_data"":{""justification"":""Jack Sparrow energy is quintessential reception language — people describe characters this way when praising charismatic, roguish performances. 'Witty swashbuckling' captures both the tone evaluation and the specific vibe of clever, adventurous action that reviewers discuss."",""relevant_subquery_text"":""charismatic rogue, roguish charm, swashbuckling, witty, clever banter, dashing, flamboyant, scene-stealing, larger than life, playful, irreverent, devil-may-care, magnetic performance, entertaining, fun, adventurous, rousing, spirited, rakish, scoundrel with a heart of gold, memorable character, iconic performance""}}"
"background while coding, dialogue not important, chill visuals, low volume","{""plot_events_data"":{""justification"":""Pure viewing context — user explicitly states dialogue and plot are unimportant, seeking only ambient visual experience. No plot events, settings, or character situations described."",""relevant_subquery_text"":null},""plot_analysis_data"":{""justification"":""The query describes a pure viewing context (background entertainment, visual aesthetics, audio level) with no thematic, genre, or conceptual content about what the movie means or explores."",""relevant_subquery_text"":null},""viewer_experience_data"":{""justification"":""User describes a specific viewing scenario with clear experiential qualities: ambient, low-attention, visually pleasant but not demanding, and quiet — all directly mappable to sensory_load, cognitive_complexity, and tension_adrenaline dimensions."",""relevant_subquery_text"":""chill, relaxing, ambient, soothing, low cognitive demand, easy to ignore, not demanding attention, calming, visually pleasant, meditative, not intense, not stressful, quiet, low volume feel, peaceful, gentle, mellow, background friendly, not dialogue heavy, not plot dependent, atmospheric, not loud, not overstimulating, not stressful, not tense""},""watch_context_data"":{""justification"":""Clear scenario (background while coding) with explicit content preferences (dialogue unimportant, chill visuals, low volume). All elements captured."",""relevant_subquery_text"":""background while coding, background noise, ambient movie, low attention required, doesn't require focus, easy to ignore, dialogue not important, chill visuals, low volume, not too loud, visually soothing, calm atmosphere, study background, work background, coding background""},""narrative_techniques_data"":{""justification"":""Pure viewing context with no narrative technique content — describes desired use case (background viewing) and sensory preferences (chill visuals, low volume) rather than how stories are told."",""relevant_subquery_text"":null},""production_data"":{""justification"":""Pure viewing context with no production metadata — describes desired experience (background use, volume level, visual style as vibe) rather than any facts about how the movie was made."",""relevant_subquery_text"":null},""reception_data"":{""justification"":""Pure viewing context describing how the user wants to USE a movie while coding — no evaluative content about quality, reception, or how movies are discussed."",""relevant_subquery_text"":null}}"
"ultra-gory body horror, disgusting, make me squirm","{""plot_events_data"":{""justification"":""The query describes desired visceral reactions and genre category ('body horror') rather than concrete plot events. 'Gory' and 'disgusting' are experience descriptors, not narrative content. Plot summaries describe what physically happens to characters (e.g., 'man transforms into fly', 'scientist fuses with machine'), not how grotesque it feels to watch. No specific plot mechanics, settings, or character situations are mentioned."",""relevant_subquery_text"":null},""plot_analysis_data"":{""justification"":""The query describes experiential feelings (disgusting, make me squirm) and content descriptors (ultra-gory) without thematic meaning. Body horror as a genre label can have thematic territory (transformation, bodily autonomy, identity), but the framing here is purely about visceral reaction and shock value, not what such stories explore conceptually."",""relevant_subquery_text"":null},""viewer_experience_data"":{""justification"":""Pure experiential content describing intense physical revulsion and visceral disgust — all disturbance_profile and sensory_load content with strong emotional valence."",""relevant_subquery_text"":""ultra gory, extreme gore, body horror, visceral horror, disgusting, repulsive, gross, make me squirm, squirm inducing, uncomfortable to watch, viscerally disturbing, physically revolting, queasy, nauseating, graphic, explicit violence, biological horror, flesh horror, transformation horror, not for the faint of heart, intense, overwhelming, visceral reaction, gut churning, skin crawling""},""watch_context_data"":{""justification"":""Clear motivation (test my nerves, morbid curiosity) with explicit positive feature requests for extreme gore and body horror — these are valid 'draw' features in this vector space, not negations."",""relevant_subquery_text"":""ultra-gory, extreme gore, body horror, disgusting, make me squirm, test my nerves, morbid curiosity, extreme horror, visceral horror, gross-out horror, boundary-pushing, not for the faint of heart, challenging watch""},""narrative_techniques_data"":{""justification"":""The query describes content (gore, body horror) and desired emotional/physical reaction (disgust, squirming) rather than narrative craft techniques. These are genre and affect descriptors, not how the story is told."",""relevant_subquery_text"":null},""production_data"":{""justification"":""This query describes content, tone, and desired emotional/physical reaction (gore, disgust, squirming). These are plot elements and viewer experience, not production facts like practical effects, filming location, budget, or release decade."",""relevant_subquery_text"":null},""reception_data"":{""justification"":""Explicit evaluative language about visceral audience reaction — 'disgusting' and 'make me squirm' are exactly how people describe and recommend extreme body horror, capturing both the praise for transgressive intensity and the physical discomfort that defines the genre's reception."",""relevant_subquery_text"":""ultra-gory, extreme gore, graphic, visceral, disgusting, revolting, nauseating, stomach-turning, makes you squirm, uncomfortable to watch, hard to watch, transgressive, boundary-pushing, not for the faint of heart, shocking, grotesque, body horror praised, Cronenberg-esque, physically repulsive, intense, unflinching, brutal, disturbing""}}"
