query,results
"a goofy movie but i mean goofy like silly not the title, 90s vibe, witty dialogue, not slow","{""plot_events_data"":{""relevance"":""not_relevant""},""plot_analysis_data"":{""relevance"":""medium""},""viewer_experience_data"":{""relevance"":""large""},""watch_context_data"":{""relevance"":""large""},""narrative_techniques_data"":{""relevance"":""not_relevant""},""production_data"":{""relevance"":""small""},""reception_data"":{""relevance"":""medium""}}"
"YA fantasy with a chosen one prophecy, not too dark, PG-13","{""plot_events_data"":{""relevance"":""small""},""plot_analysis_data"":{""relevance"":""large""},""viewer_experience_data"":{""relevance"":""medium""},""watch_context_data"":{""relevance"":""small""},""narrative_techniques_data"":{""relevance"":""not_relevant""},""production_data"":{""relevance"":""not_relevant""},""reception_data"":{""relevance"":""small""}}"
"set in Boston during a blizzard, but filmed in Toronto","{""plot_events_data"":{""relevance"":""large""},""plot_analysis_data"":{""relevance"":""not_relevant""},""viewer_experience_data"":{""relevance"":""not_relevant""},""watch_context_data"":{""relevance"":""not_relevant""},""narrative_techniques_data"":{""relevance"":""not_relevant""},""production_data"":{""relevance"":""large""},""reception_data"":{""relevance"":""not_relevant""}}"
something on Netflix under 90 minutes,"{""plot_events_data"":{""relevance"":""not_relevant""},""plot_analysis_data"":{""relevance"":""not_relevant""},""viewer_experience_data"":{""relevance"":""not_relevant""},""watch_context_data"":{""relevance"":""small""},""narrative_techniques_data"":{""relevance"":""not_relevant""},""production_data"":{""relevance"":""large""},""reception_data"":{""relevance"":""not_relevant""}}"
"critics hated it but I love it anyway, fun guilty pleasure","{""plot_events_data"":{""relevance"":""not_relevant""},""plot_analysis_data"":{""relevance"":""not_relevant""},""viewer_experience_data"":{""relevance"":""large""},""watch_context_data"":{""relevance"":""large""},""narrative_techniques_data"":{""relevance"":""not_relevant""},""production_data"":{""relevance"":""not_relevant""},""reception_data"":{""relevance"":""large""}}"
"Oscar-winning cinematography, but the story is messy","{""plot_events_data"":{""relevance"":""not_relevant""},""plot_analysis_data"":{""relevance"":""not_relevant""},""viewer_experience_data"":{""relevance"":""not_relevant""},""watch_context_data"":{""relevance"":""large""},""narrative_techniques_data"":{""relevance"":""not_relevant""},""production_data"":{""relevance"":""small""},""reception_data"":{""relevance"":""large""}}"
"real-time thriller in one apartment, ticking clock deadline, no flashbacks","{""plot_events_data"":{""relevance"":""large""},""plot_analysis_data"":{""relevance"":""medium""},""viewer_experience_data"":{""relevance"":""small""},""watch_context_data"":{""relevance"":""not_relevant""},""narrative_techniques_data"":{""relevance"":""large""},""production_data"":{""relevance"":""small""},""reception_data"":{""relevance"":""not_relevant""}}"
"found footage horror, no jump scares, creepy dread","{""plot_events_data"":{""relevance"":""not_relevant""},""plot_analysis_data"":{""relevance"":""large""},""viewer_experience_data"":{""relevance"":""large""},""watch_context_data"":{""relevance"":""medium""},""narrative_techniques_data"":{""relevance"":""large""},""production_data"":{""relevance"":""medium""},""reception_data"":{""relevance"":""small""}}"
"movies with Jack Sparrow energy but not Pirates, witty swashbuckling","{""plot_events_data"":{""relevance"":""small""},""plot_analysis_data"":{""relevance"":""large""},""viewer_experience_data"":{""relevance"":""large""},""watch_context_data"":{""relevance"":""medium""},""narrative_techniques_data"":{""relevance"":""not_relevant""},""production_data"":{""relevance"":""not_relevant""},""reception_data"":{""relevance"":""medium""}}"
"background while coding, dialogue not important, chill visuals, low volume","{""plot_events_data"":{""relevance"":""not_relevant""},""plot_analysis_data"":{""relevance"":""not_relevant""},""viewer_experience_data"":{""relevance"":""large""},""watch_context_data"":{""relevance"":""large""},""narrative_techniques_data"":{""relevance"":""not_relevant""},""production_data"":{""relevance"":""not_relevant""},""reception_data"":{""relevance"":""small""}}"
"ultra-gory body horror, disgusting, make me squirm","{""plot_events_data"":{""relevance"":""not_relevant""},""plot_analysis_data"":{""relevance"":""small""},""viewer_experience_data"":{""relevance"":""large""},""watch_context_data"":{""relevance"":""large""},""narrative_techniques_data"":{""relevance"":""not_relevant""},""production_data"":{""relevance"":""not_relevant""},""reception_data"":{""relevance"":""small""}}"
"family movie night with kids, not babyish, jokes for adults too","{""plot_events_data"":{""relevance"":""not_relevant""},""plot_analysis_data"":{""relevance"":""small""},""viewer_experience_data"":{""relevance"":""large""},""watch_context_data"":{""relevance"":""large""},""narrative_techniques_data"":{""relevance"":""not_relevant""},""production_data"":{""relevance"":""not_relevant""},""reception_data"":{""relevance"":""medium""}}"
"directed by Quinten Tarantino, snappy dialogue, violent but funny","{""plot_events_data"":{""relevance"":""not_relevant""},""plot_analysis_data"":{""relevance"":""small""},""viewer_experience_data"":{""relevance"":""large""},""watch_context_data"":{""relevance"":""medium""},""narrative_techniques_data"":{""relevance"":""not_relevant""},""production_data"":{""relevance"":""large""},""reception_data"":{""relevance"":""medium""}}"
Her but not the one with Joaquin Phoenix,"{""plot_events_data"":{""relevance"":""small""},""plot_analysis_data"":{""relevance"":""large""},""viewer_experience_data"":{""relevance"":""small""},""watch_context_data"":{""relevance"":""not_relevant""},""narrative_techniques_data"":{""relevance"":""not_relevant""},""production_data"":{""relevance"":""large""},""reception_data"":{""relevance"":""small""}}"
"Korean audio with English subtitles, critics called it a slow-burn masterpiece","{""plot_events_data"":{""relevance"":""not_relevant""},""plot_analysis_data"":{""relevance"":""not_relevant""},""viewer_experience_data"":{""relevance"":""medium""},""watch_context_data"":{""relevance"":""small""},""narrative_techniques_data"":{""relevance"":""not_relevant""},""production_data"":{""relevance"":""large""},""reception_data"":{""relevance"":""large""}}"
"set in ancient Rome, political betrayal, ends on a bleak note","{""plot_events_data"":{""relevance"":""large""},""plot_analysis_data"":{""relevance"":""large""},""viewer_experience_data"":{""relevance"":""small""},""watch_context_data"":{""relevance"":""not_relevant""},""narrative_techniques_data"":{""relevance"":""not_relevant""},""production_data"":{""relevance"":""not_relevant""},""reception_data"":{""relevance"":""small""}}"
"adapted from a video game, big studio blockbuster, mixed reviews, amazing fight choreography","{""plot_events_data"":{""relevance"":""small""},""plot_analysis_data"":{""relevance"":""not_relevant""},""viewer_experience_data"":{""relevance"":""not_relevant""},""watch_context_data"":{""relevance"":""medium""},""narrative_techniques_data"":{""relevance"":""not_relevant""},""production_data"":{""relevance"":""medium""},""reception_data"":{""relevance"":""large""}}"
"A24 vibe, but I want it less depressing, more hopeful","{""plot_events_data"":{""relevance"":""not_relevant""},""plot_analysis_data"":{""relevance"":""medium""},""viewer_experience_data"":{""relevance"":""large""},""watch_context_data"":{""relevance"":""large""},""narrative_techniques_data"":{""relevance"":""not_relevant""},""production_data"":{""relevance"":""small""},""reception_data"":{""relevance"":""medium""}}"
